name,gender,date_birth,country,occupation
John Medina,male,1972-10-17,Nauru,actor
Kristine Santiago,female,1993-04-07,Czech Republic,visual effects artist
Todd Morales,male,1962-12-19,Slovenia,make-up effects artist
Briana Klein,female,1955-12-08,New Zealand,costume designer
Christopher Jenkins,male,1989-04-02,Libyan Arab Jamahiriya,screenwriter
Christine Dodson,female,1969-03-01,Georgia,costume designer
Jesse Turner,male,1994-03-06,Venezuela,costume designer
Brenda Williams,female,1961-06-24,China,director
Wyatt Massey,male,1984-01-13,Senegal,production designer
Tammy Walters,female,1974-10-30,Anguilla,costume designer
Andrew Moreno,male,1957-08-01,Mauritius,visual effects artist
Tasha Chapman,female,1961-07-20,Barbados,screenwriter
Steven Burton,male,1971-06-13,Ethiopia,director
Michelle Cox,female,1985-05-26,Oman,costume designer
Jared Santiago,male,1957-02-18,Dominican Republic,production designer
Sarah Key,female,1981-08-05,United Arab Emirates,sound engineer
Aaron Vazquez,male,1955-12-27,Algeria,director
Marcia Turner,female,1981-03-18,Aruba,director
Jonathan Lewis,male,1980-05-25,Tanzania,make-up effects artist
Lisa Fernandez,female,1988-11-04,Papua New Guinea,screenwriter
Mark Lane,male,1960-06-11,Bermuda,make-up effects artist
Jasmine Harvey,female,1965-12-14,Palestinian Territory,visual effects artist
Samuel Arroyo,male,1969-09-11,Korea,costume designer
Denise Hooper,female,1972-11-04,United States Minor Outlying Islands,screenwriter
Fernando Schmidt,male,1974-04-08,Kazakhstan,production designer
Kristen Adams,female,1975-02-06,Lesotho,filmmaker
Christopher Armstrong,male,1964-10-06,Tuvalu,visual effects artist
Jamie Adams,female,1977-07-12,Cayman Islands,screenwriter
Matthew Blackburn,male,1995-10-19,Cape Verde,costume designer
Ariel Thompson,female,1990-05-21,Marshall Islands,production designer
Mark Sawyer,male,1963-01-19,Mali,costume designer
Paula Norton,female,1959-10-10,Cape Verde,visual effects artist
Bryan Kemp,male,1964-08-22,Gabon,costume designer
Tracy Miller,female,1962-10-12,Equatorial Guinea,filmmaker
Carl Fitzgerald,male,1967-10-21,New Caledonia,screenwriter
Kristi Stafford,female,1978-03-14,Nigeria,screenwriter
Matthew Thompson,male,1965-04-01,Wallis and Futuna,actor
Alisha Medina,female,1982-12-23,Wallis and Futuna,make-up effects artist
Dr. Jeffrey Ferguson,male,1981-09-22,Yemen,sound engineer
Jennifer Delgado,female,1959-05-13,Trinidad and Tobago,production designer
Harold Rogers,male,1986-10-31,American Samoa,filmmaker
Marisa Lopez,female,1970-01-02,Finland,sound engineer
Michael Carpenter,male,1989-01-25,Antigua and Barbuda,make-up effects artist
Emily Anderson,female,1966-06-01,Suriname,director
Christopher Moore,male,1957-08-20,Denmark,screenwriter
Christina Smith,female,1961-12-05,Monaco,screenwriter
Eugene Hernandez,male,1980-03-24,Belgium,make-up effects artist
April Stevenson,female,1959-02-07,New Zealand,production designer
Jerry Vaughan,male,1973-07-03,Maldives,production designer
Kimberly Porter,female,1986-06-01,Sierra Leone,costume designer
Michael Rodriguez,male,1965-06-22,Grenada,visual effects artist
Cynthia Kane,female,1981-05-26,Kyrgyz Republic,screenwriter
Joe Young,male,1969-05-25,Namibia,visual effects artist
Sandra Sweeney,female,1962-11-24,Northern Mariana Islands,actor
Ronald Tran,male,1969-04-11,Mongolia,director
Ashley Cooper,female,1975-09-03,Ghana,sound engineer
John Tran,male,1955-11-19,Hungary,make-up effects artist
Diana Johnson,female,1958-10-26,Martinique,actor
James Foley,male,1978-06-26,New Zealand,visual effects artist
Kathy Griffin,female,1970-04-04,Mozambique,director
Stephen Mclean,male,1962-07-20,Brazil,filmmaker
Kathy Wilson,female,1989-12-18,Kiribati,director
Anthony Khan,male,1963-05-15,Nicaragua,actor
Kelly Gonzales,female,1989-05-09,Ethiopia,sound engineer
Phillip Wells,male,1957-08-08,San Marino,make-up effects artist
Jennifer Martinez,female,1978-02-06,Faroe Islands,sound engineer
Ronald Brown,male,1993-04-19,Italy,costume designer
Taylor Ibarra,female,1957-09-30,Ecuador,visual effects artist
Dr. Carl Bullock,male,1980-12-15,Pitcairn Islands,director
Elizabeth Berger,female,1957-09-19,Vietnam,director
Alexander Garcia,male,1966-11-20,Philippines,visual effects artist
Shelia Malone,female,1978-06-27,Seychelles,director
Richard Valdez,male,1970-09-01,Palau,actor
April Perry,female,1956-02-19,Turks and Caicos Islands,actor
Marcus Larsen,male,1991-07-24,Saint Helena,filmmaker
Amanda Miller,female,1969-03-14,Croatia,sound engineer
Thomas Wolf,male,1963-08-21,Jamaica,actor
Sarah Mcdowell,female,1991-09-06,United Kingdom,costume designer
Michael Carlson,male,1964-04-28,Russian Federation,director
Lori Lynch,female,1974-09-06,Senegal,actor
Robert Dixon,male,1983-06-17,Cuba,screenwriter
Anne Knight,female,1994-06-03,Benin,sound engineer
Brad Moore,male,1981-04-14,Cook Islands,visual effects artist
Melissa Reilly,female,1965-08-30,Barbados,sound engineer
Keith Leonard,male,1959-05-06,Canada,visual effects artist
Michele Robinson,female,1994-03-18,Angola,sound engineer
Frank Summers,male,1982-11-15,Myanmar,make-up effects artist
Katie Lopez,female,1966-08-19,Nigeria,sound engineer
Lucas Preston,male,1982-05-10,Pakistan,director
Colleen Carlson,female,1987-06-03,Bulgaria,production designer
John Ross,male,1958-03-05,Comoros,director
Heather George,female,1977-03-18,Mexico,director
Andrew Lara,male,1987-09-14,Cameroon,production designer
Andrea Moody,female,1995-04-29,Martinique,production designer
James Hill,male,1963-06-03,India,screenwriter
Cheryl Lara,female,1975-08-16,Serbia,actor
Alejandro Gonzalez,male,1974-02-04,Lebanon,make-up effects artist
Julie Soto,female,1966-05-16,Hungary,director
Jason Butler,male,1987-12-31,Zimbabwe,production designer
Patricia Scott MD,female,1961-08-29,Benin,visual effects artist
Gregory Gordon,male,1957-11-25,Czech Republic,sound engineer
Nicole Schneider,female,1968-10-11,Kyrgyz Republic,make-up effects artist
Kevin Hall,male,1959-05-24,Peru,screenwriter
Margaret Schmidt,female,1975-12-21,Finland,visual effects artist
Kevin Gibbs,male,1958-01-05,Zimbabwe,sound engineer
Amy Medina,female,1990-06-20,Brazil,director
Matthew King,male,1983-07-21,Mayotte,sound engineer
Karen Anderson,female,1978-12-03,Brunei Darussalam,filmmaker
Michael Cowan,male,1965-07-20,Tunisia,director
Sarah Leonard,female,1967-09-10,Fiji,production designer
Matthew Richardson,male,1987-09-15,United States Minor Outlying Islands,actor
Barbara Le,female,1989-06-17,Hong Kong,visual effects artist
Ian Stevens,male,1977-08-16,Sweden,sound engineer
Michelle Smith,female,1961-03-21,Samoa,visual effects artist
Greg Alexander,male,1984-03-05,Korea,visual effects artist
Leslie Morales,female,1964-03-22,Trinidad and Tobago,visual effects artist
James Le,male,1984-12-02,Libyan Arab Jamahiriya,make-up effects artist
Patricia Williams,female,1976-10-11,Micronesia,director
Shawn Holt,male,1972-04-24,Congo,visual effects artist
Terri Maldonado,female,1961-02-10,Cyprus,filmmaker
Andrew Reynolds,male,1960-03-11,Botswana,actor
Stephanie Padilla,female,1963-05-24,Barbados,production designer
David Holt,male,1963-05-21,Switzerland,screenwriter
Cynthia Clark,female,1963-03-28,United States Minor Outlying Islands,actor
Phillip Proctor,male,1962-02-04,Kazakhstan,costume designer
Pamela Owen,female,1991-08-07,Micronesia,director
Jason Anderson,male,1992-10-20,Myanmar,filmmaker
Melissa Moreno,female,1989-10-02,Monaco,director
Joshua Marshall,male,1961-10-10,Nigeria,production designer
Victoria Gaines,female,1970-05-30,Maldives,production designer
Peter Long,male,1975-01-20,Qatar,sound engineer
April Fox,female,1991-07-19,Heard Island and McDonald Islands,screenwriter
Joel Guerrero,male,1978-11-23,Syrian Arab Republic,make-up effects artist
Laura Castillo,female,1978-07-27,Azerbaijan,filmmaker
Kevin Hunter,male,1964-11-10,Saint Martin,make-up effects artist
Michelle Frazier,female,1988-04-06,Rwanda,visual effects artist
Lucas Patterson,male,1966-09-13,Congo,make-up effects artist
Brittany Cole,female,1972-08-18,Korea,director
Dr. Peter Sims III,male,1957-01-05,Madagascar,make-up effects artist
Angela Rodriguez,female,1962-06-22,New Caledonia,make-up effects artist
Jacob Rivas,male,1986-12-09,United States Minor Outlying Islands,production designer
Angela Porter,female,1963-11-16,Brazil,sound engineer
Jason Macias,male,1963-10-17,Sierra Leone,director
Carmen Parker,female,1988-05-15,Rwanda,production designer
Matthew Cohen,male,1980-04-07,Malawi,make-up effects artist
Stephanie Bridges,female,1979-08-16,Bahamas,sound engineer
Shawn Gibbs,male,1960-04-19,Jersey,sound engineer
Alexandra Hughes,female,1956-05-25,Hungary,production designer
Steven Rowland,male,1956-08-24,Czech Republic,visual effects artist
Laura Brown,female,1990-12-28,Ukraine,screenwriter
Peter Casey,male,1985-02-09,Iran,production designer
Melissa Burch,female,1963-03-20,Turkey,filmmaker
Jacob Williams,male,1970-12-06,Argentina,costume designer
Carla Erickson,female,1974-10-04,Albania,filmmaker
Juan Lowe,male,1968-08-06,Guinea,screenwriter
Catherine Greene,female,1961-02-27,Martinique,make-up effects artist
Zachary Freeman,male,1975-05-03,Haiti,visual effects artist
Caitlin Sanchez,female,1986-01-17,Benin,sound engineer
Michael Faulkner,male,1986-10-20,Serbia,director
Monica Bauer,female,1991-07-12,Sweden,costume designer
Sean Jensen,male,1985-11-25,British Indian Ocean Territory (Chagos Archipelago),filmmaker
Amy Andrews,female,1969-11-11,Togo,sound engineer
Nicholas Conley,male,1984-05-03,Liberia,make-up effects artist
Cheryl Wheeler,female,1985-05-26,Saint Martin,filmmaker
Andre Williams,male,1965-06-05,Israel,screenwriter
Vanessa Anderson,female,1979-06-17,Palau,screenwriter
Cristian Copeland,male,1989-03-13,Costa Rica,director
Teresa Frye,female,1962-06-24,Congo,actor
Ronald Hawkins,male,1975-12-31,Norfolk Island,make-up effects artist
Marie Snow,female,1978-06-03,Fiji,costume designer
Joshua Ward,male,1980-08-22,Afghanistan,visual effects artist
Alyssa Greene,female,1979-12-25,Holy See (Vatican City State),production designer
Joseph Fisher,male,1961-11-10,United States Minor Outlying Islands,actor
Brandy Gould,female,1965-06-07,Armenia,director
Christopher Jackson,male,1963-04-04,Samoa,visual effects artist
Deborah Fowler,female,1984-09-21,Holy See (Vatican City State),sound engineer
Michael Carter,male,1975-02-12,India,sound engineer
Rebekah Malone,female,1975-04-19,Guernsey,sound engineer
Caleb Webster,male,1976-09-10,Sweden,sound engineer
Brittany Barry,female,1984-05-17,Iraq,costume designer
Michael Mayer,male,1977-02-16,Germany,visual effects artist
Ms. Alicia Pacheco,female,1970-12-07,Mozambique,visual effects artist
Marcus Ward,male,1993-01-05,Lithuania,visual effects artist
Michelle Moore,female,1978-08-17,Barbados,production designer
Sean Johnson,male,1977-02-04,Cape Verde,screenwriter
Angela Bennett,female,1981-06-03,Fiji,make-up effects artist
Thomas Blair,male,1985-11-29,Bolivia,make-up effects artist
Mrs. Ariel Zamora,female,1966-08-15,Moldova,costume designer
Robert Turner,male,1995-03-03,United States of America,costume designer
Tara Mitchell,female,1959-09-10,Bolivia,director
Richard Thompson,male,1982-02-07,Cocos (Keeling) Islands,sound engineer
Sharon Rhodes,female,1984-07-16,Bahamas,screenwriter
Jonathan James,male,1994-11-04,Morocco,filmmaker
Olivia Mccoy,female,1973-12-12,Poland,actor
Danny Garcia,male,1995-05-02,Jamaica,actor
Jennifer Michael,female,1985-09-12,Indonesia,visual effects artist
Joseph Flores,male,1956-10-22,Canada,sound engineer
Sara Schneider,female,1972-06-19,Ghana,actor
Steven Hurley,male,1965-03-25,Guam,production designer
Amy Richards,female,1974-12-31,Gambia,production designer
Scott Jenkins,male,1961-03-25,Saudi Arabia,screenwriter
Michele Turner,female,1968-04-06,Mali,production designer
Robert Welch,male,1986-08-04,Australia,filmmaker
Wanda Rodriguez,female,1959-04-01,Bosnia and Herzegovina,actor
Dale Kelley,male,1986-10-06,Equatorial Guinea,make-up effects artist
Tamara Miller,female,1970-04-06,Denmark,sound engineer
John Fuentes,male,1978-11-28,Suriname,director
Bonnie Turner,female,1958-08-19,Tanzania,costume designer
Jerry Taylor,male,1968-06-28,Samoa,filmmaker
Ashley Gardner,female,1985-06-30,Czech Republic,director
James Yu,male,1970-11-14,Hong Kong,actor
Laura Lopez,female,1960-05-21,United States Virgin Islands,actor
Alan Johnson,male,1991-05-06,Paraguay,screenwriter
Brenda Rose,female,1984-09-26,Uzbekistan,director
Adam Ball,male,1970-02-24,Bahrain,visual effects artist
Kimberly Gonzales,female,1956-10-27,Equatorial Guinea,filmmaker
Jeff Peterson III,male,1994-07-08,Kazakhstan,visual effects artist
Christine Myers,female,1966-09-16,Canada,screenwriter
James Beck,male,1986-02-26,Sweden,production designer
Cassandra Ramirez,female,1979-01-04,New Zealand,sound engineer
Christopher Thomas,male,1980-07-13,Mali,costume designer
Joan Bailey,female,1971-05-02,Cambodia,costume designer
Rodney Ortega,male,1970-04-20,Serbia,sound engineer
Danielle Garcia,female,1962-03-12,Bulgaria,production designer
Alejandro Diaz,male,1982-10-07,Seychelles,costume designer
Tina Harris,female,1986-01-22,Mauritania,filmmaker
Hector Beck,male,1962-04-20,Senegal,filmmaker
Rhonda Scott,female,1994-02-09,South Africa,filmmaker
Bradley Sullivan,male,1993-08-07,Guernsey,costume designer
Ms. Nicole Durham DDS,female,1987-04-01,New Caledonia,actor
Mario Todd,male,1982-01-20,Antigua and Barbuda,screenwriter
Traci Burns,female,1983-03-10,Tuvalu,sound engineer
Christopher Kidd,male,1995-06-06,Christmas Island,production designer
Karen Brown,female,1992-05-30,Kuwait,make-up effects artist
Wyatt King,male,1973-06-28,China,production designer
Caitlyn Clay,female,1972-01-07,Iceland,filmmaker
David Drake,male,1962-12-20,United States Minor Outlying Islands,visual effects artist
Christina Mcguire,female,1958-12-10,Belgium,make-up effects artist
Thomas Brown,male,1988-03-10,Holy See (Vatican City State),director
Carol Garner,female,1965-08-21,Romania,visual effects artist
George White,male,1980-12-23,Nauru,visual effects artist
Christina Robinson,female,1987-12-04,Cyprus,costume designer
Richard Jones,male,1983-11-28,Armenia,make-up effects artist
Kayla Obrien,female,1969-03-28,Nauru,screenwriter
Larry Diaz,male,1980-11-25,Japan,director
Nancy Johnson,female,1978-06-08,Iceland,make-up effects artist
Michael Velez,male,1979-07-10,Ecuador,screenwriter
Michelle Buchanan,female,1981-03-19,Tonga,actor
Jose Jones,male,1989-04-09,Guinea-Bissau,make-up effects artist
Sarah Escobar,female,1958-11-26,Switzerland,sound engineer
Luis Flores,male,1988-03-09,India,sound engineer
Toni Rogers,female,1994-06-02,Panama,sound engineer
Cory Lara,male,1967-06-23,Faroe Islands,screenwriter
Carol Davis,female,1958-06-07,Chile,make-up effects artist
Joseph Johnson,male,1968-07-28,Falkland Islands (Malvinas),screenwriter
Sara Cervantes,female,1970-10-31,Dominican Republic,actor
Michael Baker,male,1995-04-25,Togo,production designer
Joyce Bean,female,1974-03-22,Bulgaria,screenwriter
Brandon Walton,male,1969-06-01,Norfolk Island,director
Marcia Hood,female,1980-07-17,Finland,sound engineer
Michael Madden,male,1961-05-30,New Caledonia,sound engineer
Laura Sutton,female,1994-08-31,Honduras,costume designer
Samuel Allen,male,1990-02-19,British Virgin Islands,make-up effects artist
Mary Foster,female,1958-11-11,Senegal,director
Anthony Middleton,male,1966-11-02,Jersey,make-up effects artist
Katelyn Richardson,female,1985-05-10,French Guiana,actor
Charles Gray,male,1985-11-30,Bahamas,visual effects artist
Kylie Douglas,female,1989-07-09,Poland,make-up effects artist
Adam Cole,male,1961-01-29,Lebanon,filmmaker
Tracie Simpson,female,1995-01-16,Pitcairn Islands,screenwriter
Willie Ruiz,male,1978-09-02,Saint Vincent and the Grenadines,filmmaker
Debra Brown,female,1970-01-16,Burundi,director
Patrick Murray,male,1965-12-28,Martinique,costume designer
Jacqueline Wilson,female,1972-03-27,Brunei Darussalam,production designer
Luis Norman,male,1995-11-09,Antigua and Barbuda,production designer
Katrina Alvarez,female,1965-08-20,French Guiana,filmmaker
Travis Watts,male,1991-10-24,Namibia,visual effects artist
Cassidy Atkinson,female,1990-08-04,Belize,actor
Juan Bryant,male,1994-06-09,Spain,costume designer
Sharon Paul,female,1961-08-03,Denmark,costume designer
Henry Dodson,male,1978-10-06,Zimbabwe,production designer
Amber Johns,female,1994-05-13,Japan,production designer
Cory Gonzalez,male,1977-05-10,Iran,make-up effects artist
Eileen Larson,female,1981-09-24,Pakistan,costume designer
Matthew Bryant,male,1994-07-08,Myanmar,filmmaker
Taylor Padilla DVM,female,1989-03-21,Belgium,sound engineer
Christopher Rodriguez,male,1968-09-14,Austria,filmmaker
Jane Sexton,female,1969-09-03,Swaziland,actor
Daniel Garza,male,1993-05-10,Ghana,costume designer
Rachel Murray,female,1992-07-18,Sri Lanka,filmmaker
Christopher Vega,male,1968-09-08,Trinidad and Tobago,visual effects artist
Jennifer Henderson,female,1965-05-20,Chad,director
Christopher Mayer,male,1970-09-11,Cuba,costume designer
Michelle Suarez,female,1990-09-05,Burundi,visual effects artist
Mario Cox,male,1966-01-24,Argentina,make-up effects artist
Jennifer Walker DDS,female,1994-10-28,Korea,production designer
James Gonzalez,male,1965-11-05,Morocco,make-up effects artist
Robin Clarke,female,1964-04-09,Faroe Islands,filmmaker
Stephen Dean,male,1979-06-03,Zambia,actor
Angela Hines,female,1989-02-20,Andorra,filmmaker
John Ferrell,male,1983-07-30,New Zealand,screenwriter
Chelsea Jones,female,1961-03-10,Senegal,screenwriter
Brian Jackson,male,1988-08-02,Samoa,visual effects artist
Tammy Wood,female,1981-02-13,France,production designer
Steven Rodriguez DDS,male,1985-07-27,Equatorial Guinea,actor
Shannon Johnson,female,1980-05-20,Bosnia and Herzegovina,screenwriter
Anthony Carpenter,male,1962-08-22,Reunion,actor
Elizabeth Cook,female,1995-06-19,Sao Tome and Principe,director
Jermaine Matthews,male,1971-04-20,Saint Helena,actor
Leah Foster DDS,female,1988-06-20,Togo,make-up effects artist
Willie Taylor,male,1959-10-30,Grenada,screenwriter
Cheryl Tapia,female,1975-09-30,Czech Republic,make-up effects artist
Dan Byrd,male,1968-06-23,Trinidad and Tobago,filmmaker
Jacqueline Williams,female,1988-04-11,United Arab Emirates,director
Justin Thomas,male,1969-01-30,San Marino,costume designer
Cynthia Pham,female,1974-03-07,El Salvador,actor
Timothy Shaw,male,1990-11-30,Oman,director
Jordan Duran,female,1962-09-12,American Samoa,sound engineer
Mark Nelson,male,1987-02-03,Luxembourg,director
Teresa Duran,female,1959-06-12,Sao Tome and Principe,filmmaker
Matthew Morales,male,1994-01-23,Antigua and Barbuda,visual effects artist
Bonnie Hernandez,female,1985-03-01,Czech Republic,director
John Thomas,male,1983-08-18,Azerbaijan,director
Michelle Murphy,female,1990-10-06,Madagascar,screenwriter
Luke Pearson,male,1968-09-18,Swaziland,costume designer
Teresa Johnson,female,1977-07-20,Ecuador,filmmaker
Steven George,male,1988-07-22,El Salvador,visual effects artist
Toni Bush,female,1969-11-08,Macedonia,visual effects artist
Jeffrey Payne,male,1975-07-08,French Guiana,screenwriter
Angela Miller,female,1958-08-14,Comoros,visual effects artist
James Martin,male,1982-06-10,Peru,costume designer
Mrs. Whitney Hunter,female,1982-10-06,Liberia,actor
Kyle Hart,male,1975-12-25,Angola,costume designer
Tiffany Blair,female,1976-11-29,Cocos (Keeling) Islands,actor
Douglas Anderson,male,1973-05-01,Northern Mariana Islands,filmmaker
Lisa Mcgee,female,1977-09-23,Belarus,sound engineer
Gregory Davis,male,1962-07-29,Mongolia,director
Amy Williams,female,1985-09-09,Albania,filmmaker
Jeffrey Dillon,male,1993-06-16,Tuvalu,screenwriter
Melanie Little,female,1968-12-03,Kiribati,production designer
Scott Nelson,male,1985-08-08,Liberia,visual effects artist
Lauren Singh,female,1988-11-15,Panama,screenwriter
Christopher Soto,male,1958-02-07,Guinea-Bissau,make-up effects artist
Dana Castillo,female,1993-01-22,Taiwan,visual effects artist
Allen Reed,male,1963-02-25,Zimbabwe,screenwriter
Sandra Perry,female,1991-10-07,Bouvet Island (Bouvetoya),screenwriter
David Sanford,male,1959-11-04,Cocos (Keeling) Islands,filmmaker
Whitney Perry,female,1991-07-09,Poland,sound engineer
Justin Briggs,male,1958-03-09,Israel,visual effects artist
Janet Avery,female,1990-09-26,Bulgaria,costume designer
Timothy Cortez,male,1981-12-09,Madagascar,director
Mary Rios,female,1978-08-03,United States Minor Outlying Islands,actor
Mark Turner,male,1956-07-13,Holy See (Vatican City State),filmmaker
Elizabeth Jones,female,1968-07-28,Cuba,costume designer
Matthew Carlson,male,1964-02-14,El Salvador,actor
Michelle James,female,1986-08-09,Korea,sound engineer
Jeffrey May,male,1981-12-31,Rwanda,filmmaker
Tanya Thompson,female,1995-03-07,Lebanon,make-up effects artist
Calvin Jones,male,1987-11-19,Tuvalu,director
Rhonda Murphy,female,1987-09-28,Spain,costume designer
Carl Cruz,male,1957-06-08,Philippines,filmmaker
Gloria Torres,female,1973-10-31,Sudan,director
Mr. Martin Russell DDS,male,1993-03-20,French Guiana,production designer
Heather Young,female,1992-04-13,Jamaica,sound engineer
Timothy Briggs,male,1982-04-29,Mauritania,production designer
Erin Stanley,female,1969-10-23,Comoros,director
Nicholas Cantu,male,1964-05-18,Italy,director
Erika Smith,female,1977-04-04,Angola,sound engineer
Anthony Hoffman,male,1979-09-11,Jamaica,screenwriter
Nancy Morales,female,1974-09-25,Bolivia,director
Colton Medina,male,1978-01-18,Bouvet Island (Bouvetoya),screenwriter
Shannon Crane,female,1991-04-17,Cuba,screenwriter
David Williams,male,1968-02-01,Italy,screenwriter
Kristin Frey,female,1960-02-27,Korea,costume designer
John Meza,male,1956-01-26,Italy,costume designer
Whitney Williams,female,1981-07-31,Mongolia,filmmaker
William Hubbard,male,1967-08-03,Iceland,filmmaker
Veronica Johnson,female,1986-08-22,Greenland,director
Ronald Farmer,male,1978-01-22,Greenland,actor
Deborah Robertson,female,1973-11-19,Moldova,filmmaker
Jamie Marks,male,1993-04-01,Slovakia (Slovak Republic),actor
Donna Smith,female,1986-12-31,Ukraine,director
Gary Salas,male,1991-12-18,Sudan,production designer
Victoria Hughes,female,1970-01-22,Korea,production designer
Daniel Adkins,male,1958-04-08,Equatorial Guinea,filmmaker
Valerie Moore,female,1969-06-04,Portugal,actor
Jeffrey Harper,male,1972-09-10,Bolivia,production designer
Nicole Matthews,female,1974-08-16,El Salvador,sound engineer
Jason Carson,male,1966-08-11,Sierra Leone,costume designer
Kelly Harris,female,1980-04-30,Mongolia,costume designer
Joshua Orozco,male,1991-10-27,Andorra,filmmaker
Sara Blevins,female,1962-02-11,Congo,costume designer
Scott Lopez,male,1973-12-30,Brazil,costume designer
Leslie Bowman,female,1965-05-04,French Guiana,production designer
Christopher Warren,male,1995-06-12,Martinique,director
Catherine Cole,female,1979-10-07,Montserrat,filmmaker
Glenn Martinez,male,1980-09-24,Cocos (Keeling) Islands,make-up effects artist
Mrs. Shari Cooper,female,1989-06-27,Myanmar,director
Dakota Robbins,male,1988-06-20,Pitcairn Islands,make-up effects artist
Jennifer Liu,female,1963-10-12,Sao Tome and Principe,actor
Gregory Weaver,male,1966-07-27,Ukraine,make-up effects artist
Jennifer Lewis,female,1966-01-28,Algeria,production designer
Daniel Quinn,male,1987-11-21,Egypt,screenwriter
Danielle Miller,female,1978-04-20,Saint Lucia,production designer
Ethan Moore,male,1995-09-08,Mali,screenwriter
Rebecca Russell,female,1958-03-01,Ghana,make-up effects artist
Brian Williams,male,1967-12-26,Anguilla,sound engineer
Christine Chan,female,1957-05-02,Guam,screenwriter
Robert Murphy,male,1958-02-20,Iraq,costume designer
Cynthia Bolton,female,1961-03-26,Bulgaria,actor
Todd King,male,1991-09-03,Indonesia,visual effects artist
Amanda Sanders,female,1969-07-20,Macedonia,filmmaker
Gregory Powell,male,1981-06-05,Saint Lucia,director
Marisa Fisher,female,1957-04-16,Bahrain,costume designer
Bradley Taylor,male,1991-05-21,Estonia,visual effects artist
Shannon Lozano,female,1991-12-02,Malawi,filmmaker
Scott Woods,male,1964-10-24,Myanmar,costume designer
Julie Coleman,female,1981-01-06,Kenya,filmmaker
Douglas Contreras,male,1962-04-25,Malaysia,costume designer
Alexis Stephens,female,1995-07-20,Antarctica (the territory South of 60 deg S),production designer
John Wyatt,male,1957-11-23,Congo,filmmaker
Yvette Duran,female,1961-11-20,Dominica,screenwriter
Kristopher Mcdonald,male,1956-07-08,Hong Kong,director
Alexis Knight,female,1969-05-24,Liberia,director
James Wilson,male,1967-07-14,United Arab Emirates,costume designer
Stacy Scott,female,1974-12-12,Nepal,filmmaker
William Rodriguez,male,1970-11-25,Jordan,filmmaker
Melanie Peterson MD,female,1971-05-24,Belarus,production designer
Ronald Gallagher,male,1991-03-29,Bosnia and Herzegovina,production designer
Brenda Perry,female,1974-11-11,Poland,director
Robert Hughes,male,1984-01-11,Bangladesh,sound engineer
Paula Goodman,female,1959-06-08,Saint Kitts and Nevis,actor
Michael Ford,male,1970-02-27,British Virgin Islands,director
Rebecca Sanchez,female,1989-01-25,Colombia,make-up effects artist
Malik Nelson,male,1965-10-15,Nigeria,actor
Teresa Lewis,female,1968-12-25,Timor-Leste,filmmaker
Trevor Pena,male,1980-02-27,Zimbabwe,visual effects artist
Ashley Jones,female,1957-05-20,Brazil,production designer
Wayne Fischer,male,1966-04-28,Estonia,visual effects artist
Sarah Daugherty,female,1992-09-27,Netherlands,visual effects artist
Glenn Owens,male,1970-05-25,Netherlands Antilles,production designer
Tonya Quinn,female,1968-05-20,Oman,make-up effects artist
Ryan Alvarez,male,1982-03-28,Rwanda,actor
Renee Fischer,female,1981-04-17,Kenya,filmmaker
James Murray,male,1981-02-23,Somalia,director
Susan Powers,female,1964-11-02,Monaco,make-up effects artist
Richard Lopez,male,1969-11-15,Belarus,visual effects artist
Lisa Martinez,female,1977-06-13,Iceland,make-up effects artist
Aaron Hall,male,1974-03-23,Dominican Republic,actor
Ann Walker,female,1978-08-30,Sri Lanka,filmmaker
Steven Richards,male,1989-02-03,El Salvador,visual effects artist
Angie Price,female,1969-03-08,Monaco,visual effects artist
David Allen,male,1989-01-18,Romania,screenwriter
Jennifer Briggs,female,1986-09-20,Nepal,costume designer
Anthony Arnold,male,1987-02-28,Guyana,make-up effects artist
Elaine Reyes,female,1982-12-10,Nepal,sound engineer
David Morgan,male,1966-05-30,Svalbard & Jan Mayen Islands,screenwriter
Julia Brown,female,1979-05-03,Georgia,costume designer
Marc Smith,male,1962-08-12,Macedonia,filmmaker
Taylor Mejia,female,1964-12-16,Nigeria,director
Joel Morrison,male,1988-08-19,Antarctica (the territory South of 60 deg S),screenwriter
Danielle Welch,female,1962-05-06,Guam,actor
Jim Davis,male,1973-08-04,Cuba,actor
Betty Ramos,female,1960-12-10,Netherlands,make-up effects artist
James Wheeler,male,1981-08-11,Netherlands,visual effects artist
Sherri Arnold,female,1971-01-01,Norfolk Island,actor
David Powell,male,1983-02-03,Nigeria,production designer
Marcia Smith,female,1987-02-09,Saudi Arabia,director
Richard Owen,male,1977-12-10,Philippines,actor
Brianna Sims,female,1987-02-05,Bahamas,filmmaker
Paul Nguyen,male,1982-04-03,Mozambique,screenwriter
Kara Wallace,female,1988-08-07,Dominican Republic,production designer
Patrick Allen,male,1967-02-21,Nicaragua,visual effects artist
Ann Johnson,female,1988-05-23,Burkina Faso,visual effects artist
James Mooney,male,1982-06-17,Palestinian Territory,production designer
Shelly Mckinney,female,1985-08-31,Iraq,make-up effects artist
Richard Trujillo,male,1972-04-20,Mayotte,visual effects artist
Michelle Berry,female,1982-08-28,Dominican Republic,make-up effects artist
Jacob Smith,male,1988-11-22,Puerto Rico,sound engineer
Elizabeth Garcia,female,1989-09-01,Ireland,filmmaker
Aaron Evans,male,1963-11-21,Canada,costume designer
